2956619,2956701,-2.85581
NC_004053.1_0_0/1,2955796,-413.126
NC_004053.1_1_0/1,2956098,-374.018
NC_004053.1_2_0/1,2956100,-375.57
NC_004053.1_3_0/1,2956701,-409.807
NC_004053.1_4_0/1,2956098,-372.293
NC_004053.1_5_0/1,36427,-390.252
NC_004053.1_6_0/1,2956100,-379.489
NC_004053.1_7_0/1,2501942,-388.988
NC_004053.1_8_0/1,341721,-397.379
NC_004053.1_9_0/1,2956098,-385.909
NC_004053.1_10_0/1,36427,-387.121
NC_004053.1_11_0/1,2955796,-413.724
NC_004053.1_12_0/1,2956100,-372.272
NC_004053.1_13_0/1,2956098,-384.401
NC_004053.1_14_0/1,2956098,-389.881
NC_004053.1_15_0/1,2956100,-389.559
NC_004053.1_16_0/1,2956100,-375.179
NC_004053.1_17_0/1,2956098,-386.249
NC_004053.1_18_0/1,33724,-405.238
NC_004053.1_19_0/1,2956098,-368.283
NC_004053.1_20_0/1,36427,-395.522
NC_004053.1_21_0/1,2956100,-387.74
NC_004053.1_22_0/1,2956100,-371.153
NC_004053.1_23_0/1,2956701,-410.532
NC_004053.1_24_0/1,2956098,-391.122
NC_004053.1_0_1/1,2956100,-367.404
NC_004053.1_1_1/1,2955796,-413.611
NC_004053.1_2_1/1,2956098,-368.524
NC_004053.1_3_1/1,2956538,-385.066
NC_004053.1_4_1/1,2956100,-390.039
NC_004053.1_5_1/1,2956100,-381.446
NC_004053.1_6_1/1,2956100,-376.411
NC_004053.1_7_1/1,36427,-383.362
NC_004053.1_8_1/1,2956100,-376.769
NC_004053.1_9_1/1,2956100,-369.621
NC_004053.1_10_1/1,2956100,-379.527
NC_004053.1_11_1/1,2956100,-364.193
NC_004053.1_12_1/1,2956538,-397.538
NC_004053.1_13_1/1,2956098,-400.181
NC_004053.1_14_1/1,2956100,-372.124
NC_004053.1_15_1/1,2956098,-391.721
NC_004053.1_16_1/1,2956100,-357.98
NC_004053.1_17_1/1,2956098,-371.04
NC_004053.1_18_1/1,2956100,-385.464
NC_004053.1_19_1/1,2956098,-394.059
NC_004053.1_20_1/1,36427,-392.831
NC_004053.1_21_1/1,2956100,-381.604
NC_004053.1_22_1/1,36427,-384.252
NC_004053.1_23_1/1,2956100,-383.923
NC_004053.1_24_1/1,2956100,-366.189
2956619,2956701,-2.85581
NC_004053.1_0_0/2,2956538,-399.814
NC_004053.1_1_0/2,2508255,-401.203
NC_004053.1_2_0/2,2956100,-386.072
NC_004053.1_3_0/2,2956100,-373.912
NC_004053.1_4_0/2,2956100,-372.741
NC_004053.1_5_0/2,2955796,-413.715
NC_004053.1_6_0/2,2956538,-398.701
NC_004053.1_7_0/2,2956538,-393.761
NC_004053.1_8_0/2,2956098,-385.928
NC_004053.1_9_0/2,2956100,-385.301
NC_004053.1_10_0/2,2956100,-387.321
NC_004053.1_11_0/2,2956100,-378.944
NC_004053.1_12_0/2,2956098,-373.651
NC_004053.1_13_0/2,2955796,-413.797
NC_004053.1_14_0/2,2955796,-413.797
NC_004053.1_15_0/2,2956100,-370.379
NC_004053.1_16_0/2,2956098,-378.249
NC_004053.1_17_0/2,2955796,-418.06
NC_004053.1_18_0/2,3052691,-389.283
NC_004053.1_19_0/2,2956100,-383.483
NC_004053.1_20_0/2,2956100,-373.873
NC_004053.1_21_0/2,2956098,-396.089
NC_004053.1_22_0/2,2956100,-359.172
NC_004053.1_23_0/2,2956098,-401.627
NC_004053.1_24_0/2,2508255,-410.129
NC_004053.1_0_1/2,2956538,-374.451
NC_004053.1_1_1/2,2956100,-359.626
NC_004053.1_2_1/2,2956100,-372.512
NC_004053.1_3_1/2,36427,-387.392
NC_004053.1_4_1/2,3052691,-389.8
NC_004053.1_5_1/2,2956100,-349.725
NC_004053.1_6_1/2,2956100,-370.083
NC_004053.1_7_1/2,3052243,-390.785
