3052303,2734396,-2.95727
NC_004291.1_0_0/1,3052777,-416.032
NC_004291.1_1_0/1,2956453,-414.606
NC_004291.1_2_0/1,2136037,-415.019
NC_004291.1_0_1/1,2734396,-423.545
NC_004291.1_1_1/1,2956453,-407.239
NC_004291.1_2_1/1,3052777,-410.379
NC_004291.1_3_1/1,2846657,-412.399
NC_004294.1_0_0/1,3052777,-413.482
NC_004294.1_1_0/1,2845780,-422.738
NC_004294.1_2_0/1,3052777,-415.847
NC_004294.1_3_0/1,3052777,-414.322
NC_004294.1_4_0/1,3052777,-422.33
NC_004294.1_5_0/1,2846194,-418.898
NC_004294.1_6_0/1,1980918,-416.628
NC_004294.1_7_0/1,1980918,-417.236
NC_004294.1_8_0/1,3052148,-420.493
NC_004294.1_9_0/1,2843947,-419.92
NC_004294.1_10_0/1,3052777,-422.078
NC_004294.1_11_0/1,2136037,-420.075
NC_004294.1_12_0/1,3052148,-424.457
NC_004294.1_13_0/1,3052777,-418.33
NC_004294.1_14_0/1,2956453,-414.99
NC_004294.1_15_0/1,2846194,-418.859
NC_004294.1_16_0/1,3052148,-423.321
NC_004294.1_17_0/1,3052777,-420.144
NC_004294.1_18_0/1,90961,-417.077
NC_004294.1_19_0/1,2844304,-414.113
NC_004294.1_20_0/1,2843947,-418.721
NC_004294.1_0_1/1,1980918,-415.95
NC_004294.1_1_1/1,3052148,-425.395
NC_004294.1_2_1/1,3052148,-424.441
NC_004294.1_3_1/1,3052777,-412.303
NC_004294.1_4_1/1,2843947,-420.327
NC_004294.1_5_1/1,1985698,-419.827
NC_004294.1_6_1/1,3052148,-420.224
NC_004294.1_7_1/1,2846194,-419.015
NC_004294.1_8_1/1,3052777,-417.079
NC_004294.1_9_1/1,2843947,-420.842
NC_004294.1_10_1/1,2136037,-418.985
NC_004294.1_11_1/1,3052148,-423.18
NC_004294.1_12_1/1,3052148,-419.398
NC_004294.1_13_1/1,3052148,-420.316
NC_004294.1_14_1/1,2846657,-409.083
NC_004294.1_15_1/1,90961,-417.374
NC_004294.1_16_1/1,3052777,-416.972
NC_004294.1_17_1/1,2956453,-416.522
NC_004294.1_18_1/1,2843947,-423.959
NC_004294.1_19_1/1,3052602,-417.85
NC_004294.1_20_1/1,2843947,-424.894
NC_004294.1_21_1/1,2956486,-421.46
3052303,2734396,-2.95727
NC_004291.1_0_0/2,2845700,-405.157
NC_004291.1_1_0/2,3052602,-420.543
NC_004291.1_2_0/2,3051371,-417.178
NC_004291.1_0_1/2,2846657,-402.996
NC_004291.1_1_1/2,3052602,-421.941
NC_004291.1_2_1/2,2844862,-418.366
NC_004291.1_3_1/2,2136037,-417.473
NC_004294.1_0_0/2,3052777,-421.168
NC_004294.1_1_0/2,2846657,-412.866
NC_004294.1_2_0/2,2136037,-421.998
NC_004294.1_3_0/2,2843947,-420.327
NC_004294.1_4_0/2,1980918,-416.119
NC_004294.1_5_0/2,2136037,-419.87
NC_004294.1_6_0/2,3052602,-417.685
NC_004294.1_7_0/2,2956232,-423.997
NC_004294.1_8_0/2,3052777,-405.536
NC_004294.1_9_0/2,2846194,-422.111
NC_004294.1_10_0/2,2846657,-401.171
NC_004294.1_11_0/2,2843947,-415.142
NC_004294.1_12_0/2,3052602,-419.994
NC_004294.1_13_0/2,2846194,-419.068
NC_004294.1_14_0/2,2846194,-422.244
NC_004294.1_15_0/2,2956453,-415.853
NC_004294.1_16_0/2,1985698,-421.336
NC_004294.1_17_0/2,2846657,-400.637
NC_004294.1_18_0/2,3052777,-413.904
NC_004294.1_19_0/2,2846657,-410.601
NC_004294.1_20_0/2,2846657,-409.423
NC_004294.1_0_1/2,2956453,-415.545
NC_004294.1_1_1/2,3052777,-415.294
NC_004294.1_2_1/2,2846194,-420.498
NC_004294.1_3_1/2,2846194,-420.378
NC_004294.1_4_1/2,2136037,-417.882
NC_004294.1_5_1/2,2843947,-418.915
NC_004294.1_6_1/2,3052602,-420.208
NC_004294.1_7_1/2,2136037,-419.236
NC_004294.1_8_1/2,3052148,-423.227
NC_004294.1_9_1/2,3052148,-425.086
NC_004294.1_10_1/2,2846657,-413.32
NC_004294.1_11_1/2,2846657,-408.484
NC_004294.1_12_1/2,2846657,-412.774
NC_004294.1_13_1/2,2846657,-417.435
NC_004294.1_14_1/2,1980918,-414.4
NC_004294.1_15_1/2,2845780,-422.104
NC_004294.1_16_1/2,90961,-417.855
NC_004294.1_17_1/2,3052148,-421.626
NC_004294.1_18_1/2,2846657,-408.691
NC_004294.1_19_1/2,90961,-417.077
NC_004294.1_20_1/2,2843947,-424.273
NC_004294.1_21_1/2,3052777,-416.443
2509286,2734396,-2.95727
NC_043500.1_0_0/1,3052602,-417.325
NC_043500.1_1_0/1,3049952,-405.71
NC_043500.1_2_0/1,3052602,-418.824
NC_043500.1_3_0/1,2843947,-415.07
NC_043500.1_4_0/1,2844304,-415.237
NC_043500.1_5_0/1,3049952,-407.927
NC_043500.1_6_0/1,3049952,-417.548
NC_043500.1_7_0/1,2845700,-406.395
NC_043500.1_0_1/1,3051383,-423.303
NC_043500.1_1_1/1,3052602,-421.891
NC_043500.1_2_1/1,3049952,-414.673
NC_043500.1_3_1/1,3051371,-418.618
NC_043500.1_4_1/1,3049952,-411.596
NC_043500.1_5_1/1,1972686,-398.064
NC_043500.1_6_1/1,3049952,-406.486
NC_043500.1_7_1/1,3051371,-415.187
NC_043500.1_8_1/1,1972686,-403.312
NC_043499.1_0_0/1,2136037,-415.759
NC_043499.1_1_0/1,2136037,-410.82
NC_043499.1_2_0/1,1972686,-385.412
NC_043499.1_3_0/1,3049952,-410.691
NC_043499.1_4_0/1,2845700,-414.958
NC_043499.1_5_0/1,2845700,-408.09
NC_043499.1_6_0/1,3052777,-421.652
NC_043499.1_7_0/1,2843947,-425.92
NC_043499.1_8_0/1,3051383,-424.196
NC_043499.1_9_0/1,3051383,-421.085
NC_043499.1_10_0/1,3049952,-411.09
NC_043499.1_11_0/1,3051371,-414.305
NC_043499.1_0_1/1,2846657,-413.415
NC_043499.1_1_1/1,2956148,-419.146
NC_043499.1_2_1/1,2843947,-422.816
NC_043499.1_3_1/1,1972686,-396.462
NC_043499.1_4_1/1,3049952,-411.371
NC_043499.1_5_1/1,2136037,-416.184
NC_043499.1_6_1/1,1972686,-403.747
NC_043499.1_7_1/1,2136037,-415.084
NC_043499.1_8_1/1,3052602,-420.485
NC_043499.1_9_1/1,2845700,-420.249
NC_043499.1_10_1/1,3052602,-420.298
NC_043499.1_11_1/1,2136037,-422.168
NC_043501.1_0_0/1,3052602,-416.784
NC_043501.1_1_0/1,3049952,-405.749
NC_043501.1_2_0/1,3051383,-425.655
NC_043501.1_3_0/1,1972686,-405.648
NC_043501.1_0_1/1,3049952,-405.013
NC_043501.1_1_1/1,3051383,-424.821
NC_043501.1_2_1/1,2845700,-410.308
NC_043501.1_3_1/1,2845700,-413.691
NC_043501.1_4_1/1,3052602,-417.504
2509286,2734396,-2.95727
NC_043500.1_0_0/2,3049952,-417.313
NC_043500.1_1_0/2,3052148,-419.535
NC_043500.1_2_0/2,3049952,-404.5
NC_043500.1_3_0/2,3051371,-419.335
NC_043500.1_4_0/2,3052602,-419.646
NC_043500.1_5_0/2,3049952,-410.916
NC_043500.1_6_0/2,3049952,-410.083
NC_043500.1_7_0/2,2845700,-415.723
NC_043500.1_0_1/2,3049952,-411.223
NC_043500.1_1_1/2,2844862,-413.396
NC_043500.1_2_1/2,3049952,-413.991
NC_043500.1_3_1/2,2845700,-410.215
NC_043500.1_4_1/2,2844037,-422.479
NC_043500.1_5_1/2,2136037,-412.137
NC_043500.1_6_1/2,2843947,-421.655
NC_043500.1_7_1/2,3049952,-414.852
NC_043500.1_8_1/2,2843947,-421.596
NC_043499.1_0_0/2,3049952,-412.942
NC_043499.1_1_0/2,2843947,-424.672
NC_043499.1_2_0/2,1972686,-382.796
NC_043499.1_3_0/2,3049952,-411.421
NC_043499.1_4_0/2,2845700,-404.492
NC_043499.1_5_0/2,2845700,-412.646
NC_043499.1_6_0/2,3049952,-413.054
NC_043499.1_7_0/2,2845700,-414.858
NC_043499.1_8_0/2,3049952,-407.496
NC_043499.1_9_0/2,2845700,-411.097
NC_043499.1_10_0/2,2845700,-405.582
NC_043499.1_11_0/2,2136037,-420.875
NC_043499.1_0_1/2,1972686,-381.531
NC_043499.1_1_1/2,2136037,-414.586
NC_043499.1_2_1/2,2136037,-421.218
NC_043499.1_3_1/2,2136037,-413.585
NC_043499.1_4_1/2,2845700,-411.479
NC_043499.1_5_1/2,3049952,-413.038
NC_043499.1_6_1/2,3051371,-414.02
NC_043499.1_7_1/2,2843947,-420.078
NC_043499.1_8_1/2,3051371,-410.145
NC_043499.1_9_1/2,3049952,-409.483
NC_043499.1_10_1/2,3051371,-413.815
NC_043499.1_11_1/2,2845700,-411.92
NC_043501.1_0_0/2,3051371,-409.275
NC_043501.1_1_0/2,3052602,-419.415
NC_043501.1_2_0/2,2846657,-414.126
NC_043501.1_3_0/2,2845700,-409.824
NC_043501.1_0_1/2,2136037,-420.773
NC_043501.1_1_1/2,3049952,-406.431
NC_043501.1_2_1/2,3049952,-412.549
NC_043501.1_3_1/2,3051383,-416.48
NC_043501.1_4_1/2,3052777,-416.986
2956245,2734396,-2.95727
NC_078579.1_0_0/1,2845700,-411.251
NC_078579.1_1_0/1,3049952,-405.629
NC_078579.1_2_0/1,3049952,-409.097
NC_078579.1_0_1/1,2956453,-413.644
NC_078579.1_1_1/1,2844862,-418.35
NC_078579.1_2_1/1,2844862,-417.433
NC_078580.1_0_0/1,2846194,-430.315
NC_078580.1_1_0/1,2956453,-407.196
NC_078580.1_2_0/1,2846657,-414.437
NC_078580.1_3_0/1,2846657,-412.516
NC_078580.1_4_0/1,2846657,-412.461
NC_078580.1_0_1/1,2956453,-419.766
NC_078580.1_1_1/1,3052777,-421.094
NC_078580.1_2_1/1,2136037,-416.061
NC_078580.1_3_1/1,1985698,-408.9
NC_078580.1_4_1/1,2734396,-424.969
NC_078581.1_0_0/1,3052777,-413.917
NC_078581.1_1_0/1,2846194,-428.285
NC_078581.1_2_0/1,3052777,-409.8
NC_078581.1_3_0/1,2844304,-407.906
NC_078581.1_4_0/1,2846194,-426.201
NC_078581.1_5_0/1,2846657,-409.518
NC_078581.1_6_0/1,3052777,-413.663
NC_078581.1_7_0/1,2846194,-429.079
NC_078581.1_8_0/1,3052777,-410.846
NC_078581.1_9_0/1,3052777,-417.013
NC_078581.1_10_0/1,1980918,-419.842
NC_078581.1_11_0/1,3052777,-416.018
NC_078581.1_12_0/1,1972686,-403.193
NC_078581.1_13_0/1,3051383,-419.92
NC_078581.1_14_0/1,2136037,-417.56
NC_078581.1_15_0/1,2844862,-423.269
NC_078581.1_16_0/1,3052777,-416.92
NC_078581.1_0_1/1,2136037,-419.664
NC_078581.1_1_1/1,3052777,-413.968
NC_078581.1_2_1/1,3052602,-416.546
NC_078581.1_3_1/1,2956453,-413.025
NC_078581.1_4_1/1,2846194,-427.003
NC_078581.1_5_1/1,3051371,-409.958
NC_078581.1_6_1/1,3052777,-416.996
NC_078581.1_7_1/1,3051383,-414.61
NC_078581.1_8_1/1,3052602,-413.971
NC_078581.1_9_1/1,2844304,-408.451
NC_078581.1_10_1/1,1985698,-417.858
NC_078581.1_11_1/1,3052777,-409.421
NC_078581.1_12_1/1,1980918,-418.698
NC_078581.1_13_1/1,3052777,-415.845
NC_078581.1_14_1/1,3052777,-413.978
NC_078581.1_15_1/1,2956453,-420.851
NC_078581.1_16_1/1,2846194,-426.954
2956245,2734396,-2.95727
NC_078579.1_0_0/2,2955330,-410.528
NC_078579.1_1_0/2,3049952,-409.69
NC_078579.1_2_0/2,3051371,-408.015
NC_078579.1_0_1/2,1972686,-403.868
NC_078579.1_1_1/2,1972686,-406.892
NC_078579.1_2_1/2,2846657,-404.009
NC_078580.1_0_0/2,2843947,-428.494
NC_078580.1_1_0/2,2136037,-419.375
NC_078580.1_2_0/2,2843947,-429.325
NC_078580.1_3_0/2,3051383,-424.991
NC_078580.1_4_0/2,2844862,-407.42
NC_078580.1_0_1/2,2843947,-426.991
NC_078580.1_1_1/2,1972686,-400.139
NC_078580.1_2_1/2,2136037,-420.731
NC_078580.1_3_1/2,2843947,-426.14
NC_078580.1_4_1/2,3049952,-405.055
NC_078581.1_0_0/2,2956453,-411.377
NC_078581.1_1_0/2,3051383,-420.434
NC_078581.1_2_0/2,1972686,-400.867
NC_078581.1_3_0/2,2956453,-413.934
NC_078581.1_4_0/2,2956453,-411.514
NC_078581.1_5_0/2,2846194,-415.305
NC_078581.1_6_0/2,3052777,-417.169
NC_078581.1_7_0/2,3051383,-419.808
NC_078581.1_8_0/2,2956453,-409.068
NC_078581.1_9_0/2,2136037,-412.21
NC_078581.1_10_0/2,3052777,-418.283
NC_078581.1_11_0/2,2136037,-417.004
NC_078581.1_12_0/2,2844304,-408.468
NC_078581.1_13_0/2,2136037,-412.21
NC_078581.1_14_0/2,2845700,-412.697
NC_078581.1_15_0/2,2956453,-414.097
NC_078581.1_16_0/2,3052777,-418.833
NC_078581.1_0_1/2,2845700,-410.527
NC_078581.1_1_1/2,2844304,-408.451
NC_078581.1_2_1/2,3052777,-416.048
NC_078581.1_3_1/2,3052602,-413.018
NC_078581.1_4_1/2,3052602,-416.974
